n,time
1807,0.005301
1808,0.005436
1809,0.005336
1810,0.005074
1811,0.005698
1812,0.0052
1813,0.00518
1814,0.006092
1815,0.00668
1816,0.005524
1817,0.007762
1818,0.005518
1819,0.00665
1820,0.005514
1821,0.00573
1822,0.005497
1823,0.005169
1824,0.005643
1825,0.006116
1826,0.005535
1827,0.007544
1828,0.005871
1829,0.005727
1830,0.005336
1831,0.005166
1832,0.005782
1833,0.007084
1834,0.005446
1835,0.006067
1836,0.005328
1837,0.005314
1838,0.005892
1839,0.005211
1840,0.0052
1841,0.005541
1842,0.005416
1843,0.005535
1844,0.005822
1845,0.005442
1846,0.005808
1847,0.005693
1848,0.005459
1849,0.00594
1850,0.005536
1851,0.005597
1852,0.00558
1853,0.005375
1854,0.005603
1855,0.005404
1856,0.005464
1857,0.005792
1858,0.005595
1859,0.005436
1860,0.005703
1861,0.005419
1862,0.00554
1863,0.005703
1864,0.005393
1865,0.00577
1866,0.005487
1867,0.005524
1868,0.005421
1869,0.005465
1870,0.005569
1871,0.005665
1872,0.005758
1873,0.006001
1874,0.005527
1875,0.005463
1876,0.006068
1877,0.005833
1878,0.005919
1879,0.005808
1880,0.005488
1881,0.006013
1882,0.005547
1883,0.005444
1884,0.006005
1885,0.005745
1886,0.005558
1887,0.005691
1888,0.005611
1889,0.00558
1890,0.005915
1891,0.00556
1892,0.005524
1893,0.005763
1894,0.005654
1895,0.006087
1896,0.005587
1897,0.005679
1898,0.006039
1899,0.005437
1900,0.005645
1901,0.005871
1902,0.00591
1903,0.005777
1904,0.005713
1905,0.005769
1906,0.005828
1907,0.005712
1908,0.00576
1909,0.005742
1910,0.005786
1911,0.006073
1912,0.005624
1913,0.005791
1914,0.005803
1915,0.005713
1916,0.006421
1917,0.006493
1918,0.006091
1919,0.006634
1920,0.007379
1921,0.006245
1922,0.006015
1923,0.007903
1924,0.006327
1925,0.005826
1926,0.006989
1927,0.006867
1928,0.007278
1929,0.006156
1930,0.006044
1931,0.006591
1932,0.005796
1933,0.006111
1934,0.005806
1935,0.005912
1936,0.006276
1937,0.005776
1938,0.006294
1939,0.005876
1940,0.006171
1941,0.010278
1942,0.008964
1943,0.005888
1944,0.00963
1945,0.006001
1946,0.006384
1947,0.006293
1948,0.006364
1949,0.006696
1950,0.005966
1951,0.006378
1952,0.007334
1953,0.006217
1954,0.006193
1955,0.005957
1956,0.006923
1957,0.009303
1958,0.011207
1959,0.006702
1960,0.009781
1961,0.00654
1962,0.00702
1963,0.00834
1964,0.00679
1965,0.009535
1966,0.009438
1967,0.006226
1968,0.008845
1969,0.009876
1970,0.010364
1971,0.011593
1972,0.009132
1973,0.007788
1974,0.007874
1975,0.006572
1976,0.008444
1977,0.006165
1978,0.008536
1979,0.006922
1980,0.007543
1981,0.010885
1982,0.007832
1983,0.007849
1984,0.007748
1985,0.007915
1986,0.009764
1987,0.006842
1988,0.011977
1989,0.011564
1990,0.008655
1991,0.009374
1992,0.006266
1993,0.009267
1994,0.006315
1995,0.006911
1996,0.006198
1997,0.006877
1998,0.00695
1999,0.006742
2000,0.007517
2001,0.006546
2002,0.008022
2003,0.006465
2004,0.006844
2005,0.006326
2006,0.007829
2007,0.006516
2008,0.006771
2009,0.008173
2010,0.007973
2011,0.006536
2012,0.006412
2013,0.006549
2014,0.006604
2015,0.006499
2016,0.009542
2017,0.01099
2018,0.009795
2019,0.010784
2020,0.012704
2021,0.012993
2022,0.00861
2023,0.009146
2024,0.012106
2025,0.006586
2026,0.008139
2027,0.00672
2028,0.007867
2029,0.006588
2030,0.007472
2031,0.006548
2032,0.006913
2033,0.006235
2034,0.006604
2035,0.007057
2036,0.006676
2037,0.009463
2038,0.008285
2039,0.006477
2040,0.00652
2041,0.006708
2042,0.006699
2043,0.01083
2044,0.006683
2045,0.007803
2046,0.006506
2047,0.007098
2048,0.006502
2049,0.006738
2050,0.006889
2051,0.006801
2052,0.006959
2053,0.006706
2054,0.007537
2055,0.006563
2056,0.007038
2057,0.006707
2058,0.006687
2059,0.011606
2060,0.007939
2061,0.006718
2062,0.00682
2063,0.006753
2064,0.006766
2065,0.006616
2066,0.007055
2067,0.007417
2068,0.006811
2069,0.006913
2070,0.00679
2071,0.007016
2072,0.00686
2073,0.006973
2074,0.006823
2075,0.00683
2076,0.008184
2077,0.006793
2078,0.006928
2079,0.007002
2080,0.006918
2081,0.00675
2082,0.00701
2083,0.007039
2084,0.006927
2085,0.007102
2086,0.006926
2087,0.007167
2088,0.006813
2089,0.007204
2090,0.00685
2091,0.007381
2092,0.006988
2093,0.007232
2094,0.007111
2095,0.006993
2096,0.007119
2097,0.0069
2098,0.007326
2099,0.007083
2100,0.007852
2101,0.006795
2102,0.008264
2103,0.00704
2104,0.007089
2105,0.007182
2106,0.007131
2107,0.007036
2108,0.007163
2109,0.008716
2110,0.006893
2111,0.007163
2112,0.007054
2113,0.007162
2114,0.006983
2115,0.007315
2116,0.006938
2117,0.007304
2118,0.007045
2119,0.007245
2120,0.007116
2121,0.007222
2122,0.007231
2123,0.007335
2124,0.007047
2125,0.00721
2126,0.007382
2127,0.007068
2128,0.007235
2129,0.007081
2130,0.007253
2131,0.007349
2132,0.007375
2133,0.007254
2134,0.007333
2135,0.00702
2136,0.007446
2137,0.007109
2138,0.007418
2139,0.007705
2140,0.00736
2141,0.00787
2142,0.007355
2143,0.007895
2144,0.0082
2145,0.007616
2146,0.007665
2147,0.009821
2148,0.007604
2149,0.008404
2150,0.007564
2151,0.007699
2152,0.007579
2153,0.007925
2154,0.010805
2155,0.007489
2156,0.007596
2157,0.007193
2158,0.007709
2159,0.007244
2160,0.00776
2161,0.007468
2162,0.007471
2163,0.007417
2164,0.007577
2165,0.007542
2166,0.007934
2167,0.007362
2168,0.007489
2169,0.007361
2170,0.007249
2171,0.007364
2172,0.007612
2173,0.007727
2174,0.007409
2175,0.007501
2176,0.00736
2177,0.007724
2178,0.007384
2179,0.007607
2180,0.007391
2181,0.007718
2182,0.007442
2183,0.007866
2184,0.007507
2185,0.00802
2186,0.007407
2187,0.00774
2188,0.007508
2189,0.011798
2190,0.014221
2191,0.009249
2192,0.00916
2193,0.008586
2194,0.013076
2195,0.007521
2196,0.007624
2197,0.007604
2198,0.007557
2199,0.007711
2200,0.007622
2201,0.010532
2202,0.010893
2203,0.007567
2204,0.007867
2205,0.007643
2206,0.011869
2207,0.014821
2208,0.007509
2209,0.007867
2210,0.007692
2211,0.007836
2212,0.007619
2213,0.007994
2214,0.007845
2215,0.007896
2216,0.008116
2217,0.009672
2218,0.007979
2219,0.007735
2220,0.00815
2221,0.007616
2222,0.008077
2223,0.007466
2224,0.008212
2225,0.007744
2226,0.00799
2227,0.007753
2228,0.008024
2229,0.007932
2230,0.010023
2231,0.007928
2232,0.008418
2233,0.008026
2234,0.008135
2235,0.007756
2236,0.008044
2237,0.00788
2238,0.008035
2239,0.007732
2240,0.007972
2241,0.00789
2242,0.008158
2243,0.008263
2244,0.007917
2245,0.00831
2246,0.007934
2247,0.0081
2248,0.007922
2249,0.008283
2250,0.007833
2251,0.008174
2252,0.007962
2253,0.010897
2254,0.012005
2255,0.013514
2256,0.011763
2257,0.012506
2258,0.008258
2259,0.014147
2260,0.010273
2261,0.008299
2262,0.007956
2263,0.008049
2264,0.008063
2265,0.008357
2266,0.008073
2267,0.008392
2268,0.008397
2269,0.008133
2270,0.008001
2271,0.008306
2272,0.0082
2273,0.00822
2274,0.008357
2275,0.012164
2276,0.01254
2277,0.012617
2278,0.013187
2279,0.012509
2280,0.008405
2281,0.008448
2282,0.008163
2283,0.008547
2284,0.008215
2285,0.008746
2286,0.008336
2287,0.008725
2288,0.008269
2289,0.008764
2290,0.008259
2291,0.008784
2292,0.008727
2293,0.008354
2294,0.008712
2295,0.008262
2296,0.008402
2297,0.008343
2298,0.010954
2299,0.010855
2300,0.011526
2301,0.008313
2302,0.008743
2303,0.008249
2304,0.008782
2305,0.010374
2306,0.008629
2307,0.008549
2308,0.008676
2309,0.008669
2310,0.00888
2311,0.008344
2312,0.008513
2313,0.009345
2314,0.01288
2315,0.008633
2316,0.009157
2317,0.008321
2318,0.008678
2319,0.008462
2320,0.008741
2321,0.008239
2322,0.008705
2323,0.008522
2324,0.008475
2325,0.008787
2326,0.008469
2327,0.009009
2328,0.008382
2329,0.009587
2330,0.008737
2331,0.00878
2332,0.008463
2333,0.008735
2334,0.008858
2335,0.008385
2336,0.009498
2337,0.008829
2338,0.010929
2339,0.009129
2340,0.008634
2341,0.009159
2342,0.008553
2343,0.008446
2344,0.008974
2345,0.009301
2346,0.008922
2347,0.008769
2348,0.011622
2349,0.008769
2350,0.012529
2351,0.011446
2352,0.008828
2353,0.009169
2354,0.009375
2355,0.008759
2356,0.009487
2357,0.009075
2358,0.009166
2359,0.010035
2360,0.009027
2361,0.011192
2362,0.009121
2363,0.008849
2364,0.009052
2365,0.00887
2366,0.011214
2367,0.009238
2368,0.01117
2369,0.009864
2370,0.009192
2371,0.009398
2372,0.009652
2373,0.009007
2374,0.009615
2375,0.008947
2376,0.009864
2377,0.010897
2378,0.009033
2379,0.009648
2380,0.009445
2381,0.014079
2382,0.008967
2383,0.009086
2384,0.008929
2385,0.00912
2386,0.008873
2387,0.009004
2388,0.009044
2389,0.009151
2390,0.009276
2391,0.008995
2392,0.009248
2393,0.009039
2394,0.009003
2395,0.00938
2396,0.008925
2397,0.009002
2398,0.008913
2399,0.009085
2400,0.008994
2401,0.009979
2402,0.009653
2403,0.008902
2404,0.009249
2405,0.008975
2406,0.009325
2407,0.009191
2408,0.00897
2409,0.0094
2410,0.010732
2411,0.010329
2412,0.009335
2413,0.009386
2414,0.01007
2415,0.010816
2416,0.009303
2417,0.009798
2418,0.009297
2419,0.009182
2420,0.01286
2421,0.011689
2422,0.009301
2423,0.012472
2424,0.011851
2425,0.01545
2426,0.011801
2427,0.013764
2428,0.010491
2429,0.012201
2430,0.012687
2431,0.009478
2432,0.012321
2433,0.01396
2434,0.011049
2435,0.009519
2436,0.012106
2437,0.009942
2438,0.009779
2439,0.009752
2440,0.009431
2441,0.00933
2442,0.009975
2443,0.009719
2444,0.009894
2445,0.010039
2446,0.009203
2447,0.009871
2448,0.009886
2449,0.009645
2450,0.010055
2451,0.009785
2452,0.00989
2453,0.010029
2454,0.009811
2455,0.00964
2456,0.009768
2457,0.009557
2458,0.010067
2459,0.00956
2460,0.009914
2461,0.010253
2462,0.009953
2463,0.009911
2464,0.010073
2465,0.009694
2466,0.01034
2467,0.009877
2468,0.010625
2469,0.01033
2470,0.009754
2471,0.009818
2472,0.010234
2473,0.010012
2474,0.012664
2475,0.014617
2476,0.011351
2477,0.010011
2478,0.009984
2479,0.01043
2480,0.009803
2481,0.009905
2482,0.010165
2483,0.009898
2484,0.009767
2485,0.010459
2486,0.009756
2487,0.010259
2488,0.010094
2489,0.009632
2490,0.010576
2491,0.010017
2492,0.009765
2493,0.010395
2494,0.010183
2495,0.010048
2496,0.010496
2497,0.009971
2498,0.010095
2499,0.010082
2500,0.009459
2501,0.01049
2502,0.010387
2503,0.009893
2504,0.010357
2505,0.010117
2506,0.009853
2507,0.010364
2508,0.01011
2509,0.010235
2510,0.010854
2511,0.010046
2512,0.010227
2513,0.010439
2514,0.010377
2515,0.010027
2516,0.010494
2517,0.010314
2518,0.010256
2519,0.010476
2520,0.010265
2521,0.010047
2522,0.010546
2523,0.010136
2524,0.010214
2525,0.010715
2526,0.009868
2527,0.010352
2528,0.010354
2529,0.009842
2530,0.010767
2531,0.010914
2532,0.009771
2533,0.01052
2534,0.010676
2535,0.010105
2536,0.01074
2537,0.010968
2538,0.010294
2539,0.010151
2540,0.010407
2541,0.010055
2542,0.010722
2543,0.010969
2544,0.010021
2545,0.010399
2546,0.010845
2547,0.01084
2548,0.01034
2549,0.010822
2550,0.010511
2551,0.010429
2552,0.010947
2553,0.010695
2554,0.010354
2555,0.010828
2556,0.010609
2557,0.010299
2558,0.011134
2559,0.010825
2560,0.010465
2561,0.01113
2562,0.010842
2563,0.01052
2564,0.010852
2565,0.010483
2566,0.015564
2567,0.015577
2568,0.012208
2569,0.010996
2570,0.01207
2571,0.016592
2572,0.010575
2573,0.011075
2574,0.014235
2575,0.014664
2576,0.010906
2577,0.010783
2578,0.014149
2579,0.010631
2580,0.011062
2581,0.010689
2582,0.012299
2583,0.016615
2584,0.016775
2585,0.016927
2586,0.017035
2587,0.016783
2588,0.016163
2589,0.016216
2590,0.019761
2591,0.010703
2592,0.011034
2593,0.010569
2594,0.010393
2595,0.010541
2596,0.010738
2597,0.01064
2598,0.010806
2599,0.010626
2600,0.010382
2601,0.010722
2602,0.010667
2603,0.010767
2604,0.010859
2605,0.010805
2606,0.010849
2607,0.010626
2608,0.011002
2609,0.010802
2610,0.010661
2611,0.010943
2612,0.010891
2613,0.01067
2614,0.011007
2615,0.011271
2616,0.01064
2617,0.011042
2618,0.010687
2619,0.011203
2620,0.010595
2621,0.010995
2622,0.010982
2623,0.010649
2624,0.011073
2625,0.011048
2626,0.010891
2627,0.011274
2628,0.016229
2629,0.022398
2630,0.011074
2631,0.01103
2632,0.010738
2633,0.010768
2634,0.01133
2635,0.01421
2636,0.012389
2637,0.023166
2638,0.017753
2639,0.020174
2640,0.020781
2641,0.017326
2642,0.017612
2643,0.017762
2644,0.017854
2645,0.016673
2646,0.014558
2647,0.016311
2648,0.014029
2649,0.01146
2650,0.011422
2651,0.010953
2652,0.011223
2653,0.011255
2654,0.010944
2655,0.010939
2656,0.011357
2657,0.011438
2658,0.011029
2659,0.011472
2660,0.014865
2661,0.014027
2662,0.011173
2663,0.011019
2664,0.011343
2665,0.011449
2666,0.01135
2667,0.011363
2668,0.011324
2669,0.011351
2670,0.011185
2671,0.011183
2672,0.011514
2673,0.011758
2674,0.011124
2675,0.011713
2676,0.0117
2677,0.01139
2678,0.011534
2679,0.011656
2680,0.011909
2681,0.011325
2682,0.011667
2683,0.011539
2684,0.011752
2685,0.011373
2686,0.011835
2687,0.011617
2688,0.011596
2689,0.01168
2690,0.011784
2691,0.011779
2692,0.012
2693,0.011539
2694,0.011495
2695,0.011608
2696,0.011719
2697,0.011285
2698,0.011758
2699,0.013266
2700,0.011566
2701,0.01151
2702,0.011635
2703,0.011455
2704,0.011453
2705,0.011544
2706,0.011278
2707,0.011518
2708,0.011597
2709,0.011808
2710,0.011804
2711,0.011731
2712,0.011589
2713,0.011768
2714,0.011471
2715,0.01166
2716,0.011515
2717,0.011819
2718,0.011435
2719,0.01168
2720,0.011568
2721,0.011824
2722,0.012216
2723,0.012204
2724,0.01157
2725,0.011993
2726,0.01186
2727,0.011749
2728,0.011607
2729,0.012053
2730,0.011994
2731,0.011893
2732,0.011725
2733,0.01186
2734,0.012085
2735,0.012454
2736,0.011835
2737,0.012121
2738,0.012255
2739,0.012602
2740,0.011956
2741,0.012239
2742,0.012115
2743,0.011973
2744,0.012294
2745,0.012135
2746,0.012325
2747,0.012394
2748,0.012632
2749,0.012289
2750,0.01231
2751,0.012271
2752,0.012816
2753,0.012417
2754,0.012081
2755,0.012008
2756,0.012421
2757,0.012812
2758,0.012515
2759,0.012359
2760,0.012301
2761,0.012542
2762,0.012737
2763,0.012669
2764,0.012092
2765,0.012149
2766,0.012758
2767,0.012721
2768,0.0126
2769,0.012701
2770,0.012687
2771,0.012329
2772,0.01218
2773,0.011955
2774,0.012035
2775,0.012135
2776,0.012159
2777,0.011888
2778,0.012606
2779,0.012168
2780,0.013196
2781,0.013119
2782,0.012768
2783,0.01265
2784,0.012767
2785,0.012742
2786,0.012718
2787,0.012641
2788,0.012348
2789,0.012422
2790,0.012569
2791,0.012572
2792,0.012431
2793,0.012703
2794,0.012128
2795,0.012853
2796,0.013123
2797,0.012595
2798,0.012361
2799,0.012581
2800,0.012862
2801,0.012421
2802,0.012251
2803,0.021004
2804,0.012698
2805,0.012579
2806,0.022344
2807,0.019087
2808,0.014205
2809,0.013685
2810,0.012598
2811,0.012091
2812,0.012646
2813,0.012413
2814,0.012711
2815,0.012278
2816,0.018734
2817,0.012548
2818,0.012336
2819,0.015771
2820,0.017286
2821,0.015702
2822,0.01564
2823,0.017451
2824,0.012989
2825,0.012659
2826,0.0127
2827,0.01403
2828,0.013936
2829,0.014599
2830,0.02076
2831,0.013067
2832,0.012603
2833,0.012978
2834,0.012467
2835,0.012724
2836,0.013725
2837,0.012691
2838,0.012622
2839,0.012545
2840,0.013194
2841,0.012891
2842,0.012835
2843,0.012829
2844,0.012962
2845,0.012597
2846,0.016035
2847,0.014514
2848,0.016005
2849,0.017659
2850,0.020353
2851,0.01338
2852,0.012909
2853,0.012847
2854,0.012696
2855,0.012892
2856,0.012826
2857,0.013178
2858,0.013524
2859,0.013058
2860,0.01359
2861,0.012923
2862,0.012852
2863,0.012728
2864,0.014489
2865,0.014299
2866,0.013541
2867,0.013381
2868,0.013068
2869,0.013006
2870,0.01631
2871,0.013149
2872,0.013339
2873,0.013257
2874,0.013382
2875,0.01302
2876,0.013052
2877,0.012929
2878,0.013196
2879,0.013486
2880,0.013592
2881,0.013393
2882,0.012984
2883,0.013184
2884,0.013011
2885,0.013345
2886,0.01319
2887,0.013399
2888,0.012933
2889,0.013104
2890,0.01318
2891,0.01324
2892,0.013296
2893,0.013042
2894,0.01305
2895,0.013521
2896,0.013133
2897,0.013148
2898,0.013728
2899,0.013441
2900,0.013161
2901,0.013381
2902,0.013126
2903,0.013516
2904,0.013333
2905,0.01356
2906,0.013366
2907,0.012869
2908,0.013447
2909,0.013416
2910,0.013856
2911,0.013841
2912,0.013483
2913,0.013382
2914,0.01334
2915,0.016795
2916,0.013526
2917,0.0135
2918,0.013928
2919,0.013311
2920,0.013334
2921,0.013389
2922,0.013517
2923,0.013713
2924,0.015242
2925,0.013623
2926,0.013408
2927,0.01359
2928,0.01367
2929,0.013444
2930,0.013535
2931,0.013591
2932,0.013437
2933,0.013931
2934,0.013902
2935,0.013503
2936,0.014174
2937,0.013745
2938,0.013662
2939,0.013835
2940,0.014121
2941,0.017507
2942,0.014416
2943,0.014344
2944,0.015429
2945,0.013924
2946,0.014134
2947,0.01411
2948,0.014069
2949,0.014146
2950,0.013779
2951,0.01383
2952,0.014159
2953,0.014296
2954,0.014333
2955,0.013617
2956,0.014423
2957,0.01398
2958,0.013902
2959,0.013869
2960,0.014598
2961,0.013831
2962,0.014107
2963,0.014106
2964,0.014247
2965,0.014245
2966,0.014086
2967,0.01387
2968,0.014162
2969,0.014087
2970,0.015647
2971,0.017816
2972,0.014273
2973,0.015815
2974,0.014322
2975,0.014159
2976,0.014369
2977,0.015847
2978,0.014858
2979,0.014636
2980,0.013974
2981,0.013792
2982,0.013974
2983,0.01381
2984,0.014066
2985,0.014258
2986,0.014031
2987,0.014018
2988,0.01497
2989,0.014641
2990,0.014554
2991,0.014246
2992,0.01389
2993,0.014193
2994,0.014313
2995,0.014178
2996,0.014459
2997,0.014352
2998,0.014351
2999,0.014193
3000,0.014424
3001,0.014769
3002,0.014321
3003,0.014059
3004,0.014358
3005,0.016153
3006,0.014837
3007,0.016475
3008,0.015843
3009,0.026146
3010,0.016796
3011,0.020097
3012,0.016783
3013,0.014804
3014,0.024944
3015,0.026113
3016,0.02324
3017,0.014418
3018,0.014688
3019,0.014741
3020,0.014407
3021,0.014159
3022,0.014746
3023,0.015201
3024,0.014973
3025,0.014877
3026,0.014465
3027,0.014752
3028,0.015106
3029,0.01469
3030,0.015078
3031,0.015189
3032,0.015229
3033,0.015165
3034,0.014783
3035,0.015307
3036,0.015204
3037,0.015031
3038,0.014801
3039,0.014828
3040,0.014863
3041,0.015161
3042,0.015126
3043,0.015444
3044,0.015234
3045,0.014651
3046,0.014509
3047,0.014724
3048,0.014914
3049,0.014912
3050,0.014774
3051,0.014746
3052,0.014891
3053,0.01497
3054,0.014775
3055,0.015
3056,0.014607
3057,0.014661
3058,0.014611
3059,0.014837
3060,0.014561
3061,0.015207
3062,0.015278
3063,0.015172
3064,0.015352
3065,0.014954
3066,0.015462
3067,0.015359
3068,0.015645
3069,0.015567
3070,0.015444
3071,0.015317
3072,0.015289
3073,0.015206
3074,0.015745
3075,0.015518
3076,0.015276
3077,0.015437
3078,0.015342
3079,0.015672
3080,0.015321
3081,0.015225
3082,0.014638
3083,0.015114
3084,0.015312
3085,0.015089
3086,0.015266
3087,0.015518
3088,0.015482
3089,0.01556
3090,0.015062
3091,0.014975
3092,0.015223
3093,0.015201
3094,0.015745
3095,0.015303
3096,0.015416
3097,0.015616
3098,0.015921
3099,0.015825
3100,0.015156
3101,0.015993
3102,0.015761
3103,0.016128
3104,0.015364
3105,0.015377
3106,0.015794
3107,0.015959
3108,0.015753
3109,0.015977
3110,0.015746
3111,0.015642
3112,0.01554
3113,0.015793
3114,0.015882
3115,0.016
3116,0.016144
3117,0.016285
3118,0.016414
3119,0.015806
3120,0.016208
3121,0.015901
3122,0.015941
3123,0.015464
3124,0.015385
3125,0.015599
3126,0.015392
3127,0.015774
3128,0.015632
3129,0.015821
3130,0.01569
3131,0.015757
3132,0.015721
3133,0.016029
3134,0.015841
3135,0.015949
3136,0.01548
3137,0.015689
3138,0.01765
3139,0.015884
3140,0.016216
3141,0.015726
3142,0.016162
3143,0.016052
3144,0.016291
3145,0.015987
3146,0.016376
3147,0.015928
3148,0.015846
3149,0.016066
3150,0.016076
3151,0.015924
3152,0.01631
3153,0.016456
3154,0.016309
3155,0.016144
3156,0.01617
3157,0.016133
3158,0.015729
3159,0.016104
3160,0.016434
3161,0.0167
3162,0.016306
3163,0.015877
3164,0.016121
3165,0.016097
3166,0.015828
3167,0.015915
3168,0.015889
3169,0.01583
3170,0.017634
3171,0.01582
3172,0.016034
3173,0.016234
3174,0.019449
3175,0.015811
3176,0.015983
3177,0.016112
3178,0.016303
3179,0.016229
3180,0.015841
3181,0.016272
3182,0.016189
3183,0.016033
3184,0.015811
3185,0.016179
3186,0.016004
3187,0.015992
3188,0.016319
3189,0.016044
3190,0.016525
3191,0.016107
3192,0.015866
3193,0.016228
3194,0.016275
3195,0.01633
3196,0.016245
3197,0.016091
3198,0.016358
3199,0.016044
3200,0.016117
3201,0.015983
3202,0.016475
3203,0.016546
3204,0.016495
3205,0.016863
3206,0.016353
3207,0.016269
3208,0.016157
3209,0.016576
3210,0.016143
3211,0.016306
3212,0.015919
3213,0.016199
3214,0.016115
3215,0.016237
3216,0.016207
3217,0.016652
3218,0.016362
3219,0.016859
3220,0.016704
3221,0.016575
3222,0.016673
3223,0.017135
3224,0.016465
3225,0.01662
3226,0.016663
3227,0.016417
3228,0.016507
3229,0.016689
3230,0.016603
3231,0.016255
3232,0.016513
3233,0.016903
3234,0.016977
3235,0.016808
3236,0.016412
3237,0.016858
3238,0.016479
3239,0.016703
3240,0.016613
3241,0.016449
3242,0.01709
3243,0.018757
3244,0.016946
3245,0.019054
3246,0.017003
3247,0.017522
3248,0.021696
3249,0.016782
3250,0.016412
3251,0.016523
3252,0.016717
3253,0.016632
3254,0.016392
3255,0.016651
3256,0.01654
3257,0.018999
3258,0.017442
3259,0.016556
3260,0.016933
3261,0.017236
3262,0.016849
3263,0.016581
3264,0.017483
3265,0.019155
3266,0.022975
3267,0.02667
3268,0.019626
3269,0.026533
3270,0.032995
3271,0.027387
3272,0.017232
3273,0.017334
3274,0.017111
3275,0.017291
3276,0.017278
3277,0.016989
3278,0.017329
3279,0.020826
3280,0.016774
3281,0.017203
3282,0.017236
3283,0.017111
3284,0.017386
3285,0.016986
3286,0.017172
3287,0.017401
3288,0.016772
3289,0.018187
3290,0.020453
3291,0.017267
3292,0.019731
3293,0.017068
3294,0.018558
3295,0.017059
3296,0.017276
3297,0.017008
3298,0.017799
3299,0.016949
3300,0.017075
3301,0.017288
3302,0.016958
3303,0.016674
3304,0.017635
3305,0.01747
3306,0.01722
3307,0.017505
3308,0.019853
3309,0.023175
3310,0.02679
3311,0.021046
3312,0.020981
3313,0.021358
3314,0.019911
3315,0.02212
3316,0.02526
3317,0.020103
3318,0.030189
3319,0.030188
3320,0.029603
3321,0.027739
3322,0.020252
3323,0.02777
3324,0.028366
3325,0.027984
3326,0.023909
3327,0.017709
3328,0.017628
3329,0.018073
3330,0.018218
3331,0.020813
3332,0.020717
3333,0.020887
3334,0.021599
3335,0.023304
3336,0.020973
3337,0.028589
3338,0.03165
3339,0.029643
3340,0.027765
3341,0.028179
3342,0.030127
3343,0.025905
3344,0.024628
3345,0.02993
3346,0.029696
3347,0.02386
3348,0.028277
3349,0.030389
3350,0.028629
3351,0.022014
3352,0.017588
3353,0.017934
3354,0.017798
3355,0.01798
3356,0.017933
3357,0.018112
3358,0.018022
3359,0.017931
3360,0.017904
3361,0.018063
3362,0.017761
3363,0.017946
3364,0.0243
3365,0.028424
3366,0.02715
3367,0.027884
3368,0.028567
3369,0.027865
3370,0.030487
3371,0.027843
3372,0.024272
3373,0.030482
3374,0.02962
3375,0.027707
3376,0.025655
3377,0.027338
3378,0.027909
3379,0.024317
3380,0.026692
3381,0.021845
3382,0.03053
3383,0.029712
3384,0.029455
3385,0.025731
3386,0.028647
3387,0.027709
3388,0.027734
3389,0.023967
3390,0.02834
3391,0.02871
3392,0.023788
3393,0.019645
3394,0.017844
3395,0.018396
3396,0.01819
3397,0.018279
3398,0.01825
3399,0.018228
3400,0.018482
3401,0.018509
3402,0.018428
3403,0.025178
3404,0.026601
3405,0.030152
3406,0.028642
3407,0.024984
3408,0.02813
3409,0.024066
3410,0.023683
3411,0.028539
3412,0.02727
3413,0.026082
3414,0.031455
3415,0.025855
3416,0.027515
3417,0.030787
3418,0.024671
3419,0.022826
3420,0.027479
3421,0.03084
3422,0.030382
3423,0.030117
3424,0.027381
3425,0.030004
3426,0.029652
3427,0.031488
3428,0.024245
3429,0.027857
3430,0.026727
3431,0.03149
3432,0.024155
3433,0.023369
3434,0.027079
3435,0.027065
3436,0.026639
3437,0.027721
3438,0.027407
3439,0.025077
3440,0.0312
3441,0.023725
3442,0.024125
3443,0.02583
3444,0.018871
3445,0.027771
3446,0.030208
3447,0.025257
3448,0.032265
3449,0.027262
3450,0.03072
3451,0.021738
3452,0.029555
3453,0.025804
3454,0.025542
3455,0.027003
3456,0.020904
3457,0.027826
3458,0.023348
3459,0.031614
3460,0.021203
3461,0.02516
3462,0.024978
3463,0.01925
3464,0.01962
3465,0.020463
3466,0.02375
3467,0.029563
3468,0.023064
3469,0.026216
3470,0.033581
3471,0.022095
3472,0.027406
3473,0.026935
3474,0.02227
3475,0.025882
3476,0.027806
3477,0.022378
3478,0.031546
3479,0.02562
3480,0.02537
3481,0.023821
3482,0.023884
3483,0.028321
3484,0.019515
3485,0.019901
3486,0.029421
3487,0.026854
3488,0.027259
3489,0.024605
3490,0.020185
3491,0.0297
3492,0.036179
3493,0.027868
3494,0.027101
3495,0.02413
3496,0.025835
3497,0.025515
3498,0.027386
3499,0.028057
3500,0.028061
3501,0.027145
3502,0.032072
3503,0.025618
3504,0.029733
3505,0.022536
3506,0.028906
3507,0.027298
3508,0.031093
3509,0.026718
3510,0.02367
3511,0.028897
3512,0.02276
3513,0.025067
3514,0.022447
3515,0.027028
3516,0.02311
3517,0.026711
3518,0.028378
3519,0.025001
3520,0.024774
3521,0.027793
3522,0.02461
3523,0.02944
3524,0.026499
3525,0.022672
3526,0.02986
3527,0.025684
3528,0.025123
3529,0.026129
3530,0.020383
3531,0.020169
3532,0.019809
3533,0.02017
3534,0.019551
3535,0.019511
3536,0.019792
3537,0.020288
3538,0.020098
3539,0.019915
3540,0.019769
3541,0.019983
3542,0.020464
3543,0.01987
3544,0.020049
3545,0.019908
3546,0.01996
3547,0.022298
3548,0.019588
3549,0.019578
3550,0.019973
3551,0.019749
3552,0.020279
3553,0.019986
3554,0.020053
3555,0.020359
