n,time
1732,0.000452
1733,0.000302
1734,0.000254
1735,0.000287
1736,0.000281
1737,0.00028
1738,0.000262
1739,0.0003
1740,0.000263
1741,0.000295
1742,0.000483
1743,0.000259
1744,0.000268
1745,0.000259
1746,0.000261
1747,0.000258
1748,0.000328
1749,0.000272
1750,0.000265
1751,0.000281
1752,0.000322
1753,0.000259
1754,0.000253
1755,0.000291
1756,0.000464
1757,0.000257
1758,0.000264
1759,0.000291
1760,0.000257
1761,0.000272
1762,0.000275
1763,0.000274
1764,0.000371
1765,0.000273
1766,0.000291
1767,0.000372
1768,0.000288
1769,0.000285
1770,0.000503
1771,0.000294
1772,0.00026
1773,0.000303
1774,0.000444
1775,0.000265
1776,0.000264
1777,0.000296
1778,0.000295
1779,0.000303
1780,0.000279
1781,0.000285
1782,0.000265
1783,0.000263
1784,0.000343
1785,0.000263
1786,0.00028
1787,0.000269
1788,0.000264
1789,0.000321
1790,0.000285
1791,0.000434
1792,0.000471
1793,0.000272
1794,0.000316
1795,0.000275
1796,0.000387
1797,0.000409
1798,0.000277
1799,0.000339
1800,0.000263
1801,0.000367
1802,0.000285
1803,0.000379
1804,0.000477
1805,0.000275
1806,0.000274
1807,0.000279
1808,0.000502
1809,0.000345
1810,0.000299
1811,0.000368
1812,0.000295
1813,0.000296
1814,0.000276
1815,0.000333
1816,0.000502
1817,0.000278
1818,0.000275
1819,0.000283
1820,0.000281
1821,0.000284
1822,0.000266
1823,0.000328
1824,0.000286
1825,0.000368
1826,0.000289
1827,0.000295
1828,0.000341
1829,0.000282
1830,0.000349
1831,0.000377
1832,0.000286
1833,0.000405
1834,0.000294
1835,0.000275
1836,0.000309
1837,0.000316
1838,0.000481
1839,0.000519
1840,0.000322
1841,0.000273
1842,0.000409
1843,0.00027
1844,0.000469
1845,0.000291
1846,0.000416
1847,0.000513
1848,0.00028
1849,0.000364
1850,0.000299
1851,0.000282
1852,0.000286
1853,0.000294
1854,0.000481
1855,0.000273
1856,0.000299
1857,0.000276
1858,0.000321
1859,0.000463
1860,0.000284
1861,0.000281
1862,0.000277
1863,0.000312
1864,0.000477
1865,0.000286
1866,0.000512
1867,0.000301
1868,0.000298
1869,0.000279
1870,0.000477
1871,0.000495
1872,0.000506
1873,0.000271
1874,0.000471
1875,0.000313
1876,0.000301
1877,0.000298
1878,0.000286
1879,0.000293
1880,0.000298
1881,0.000456
1882,0.000291
1883,0.000368
1884,0.000309
1885,0.000309
1886,0.000292
1887,0.000309
1888,0.000364
1889,0.000292
1890,0.000324
1891,0.000301
1892,0.000332
1893,0.000291
1894,0.000338
1895,0.000304
1896,0.000299
1897,0.000294
1898,0.00045
1899,0.00028
1900,0.000294
1901,0.000304
1902,0.00031
1903,0.000321
1904,0.000432
1905,0.000503
1906,0.000318
1907,0.000514
1908,0.000275
1909,0.000527
1910,0.000308
1911,0.000474
1912,0.000316
1913,0.000499
1914,0.000291
1915,0.000514
1916,0.000296
1917,0.000292
1918,0.000307
1919,0.000298
1920,0.000311
1921,0.000293
1922,0.000501
1923,0.000291
1924,0.000306
1925,0.000326
1926,0.000309
1927,0.000322
1928,0.000293
1929,0.00031
1930,0.000477
1931,0.000288
1932,0.000433
1933,0.000307
1934,0.000299
1935,0.000314
1936,0.000286
1937,0.00031
1938,0.00032
1939,0.000299
1940,0.000435
1941,0.000491
1942,0.000426
1943,0.000495
1944,0.000329
1945,0.000306
1946,0.000311
1947,0.000478
1948,0.000332
1949,0.000517
1950,0.00034
1951,0.000551
1952,0.000287
1953,0.000461
1954,0.000302
1955,0.000312
1956,0.000299
1957,0.000294
1958,0.000293
1959,0.000316
1960,0.000336
1961,0.000396
1962,0.00051
1963,0.000537
1964,0.000322
1965,0.000518
1966,0.000516
1967,0.000507
1968,0.000512
1969,0.000338
1970,0.00059
1971,0.000502
1972,0.00046
1973,0.000319
1974,0.000308
1975,0.000592
1976,0.000306
1977,0.000371
1978,0.000326
1979,0.000304
1980,0.000314
1981,0.000424
1982,0.000312
1983,0.000464
1984,0.000466
1985,0.000312
1986,0.000308
1987,0.000509
1988,0.000338
1989,0.00031
1990,0.000307
1991,0.000319
1992,0.000318
1993,0.000319
1994,0.000304
1995,0.000488
1996,0.000531
1997,0.000323
1998,0.000318
1999,0.000475
2000,0.000319
2001,0.000327
2002,0.000292
2003,0.000516
2004,0.000407
2005,0.000533
2006,0.000312
2007,0.000316
2008,0.000309
2009,0.000325
2010,0.000312
2011,0.000303
2012,0.000293
2013,0.000318
2014,0.000494
2015,0.000311
2016,0.000311
2017,0.000321
2018,0.000318
2019,0.000331
2020,0.000314
2021,0.000317
2022,0.000508
2023,0.000329
2024,0.000346
2025,0.000333
2026,0.000321
2027,0.000347
2028,0.000309
2029,0.000332
2030,0.000504
2031,0.000538
2032,0.00032
2033,0.000519
2034,0.000306
2035,0.000537
2036,0.000409
2037,0.00031
2038,0.000534
2039,0.000418
2040,0.00056
2041,0.000557
2042,0.00044
2043,0.000322
2044,0.000329
2045,0.000323
2046,0.000331
2047,0.000326
2048,0.000334
2049,0.000321
2050,0.000568
2051,0.000316
2052,0.000323
2053,0.000319
2054,0.000319
2055,0.000542
2056,0.000329
2057,0.000546
2058,0.000387
2059,0.000335
2060,0.000602
2061,0.0004
2062,0.000386
2063,0.000309
2064,0.000349
2065,0.000405
2066,0.000343
2067,0.000618
2068,0.000318
2069,0.000552
2070,0.000352
2071,0.000335
2072,0.000319
2073,0.000328
2074,0.000375
2075,0.000316
2076,0.000328
2077,0.000329
2078,0.000319
2079,0.000324
2080,0.000323
2081,0.000336
2082,0.000332
2083,0.000337
2084,0.000325
2085,0.000331
2086,0.000322
2087,0.000322
2088,0.000341
2089,0.000327
2090,0.000327
2091,0.000341
2092,0.000335
2093,0.000345
2094,0.000326
2095,0.000344
2096,0.000352
2097,0.000564
2098,0.00033
2099,0.000489
2100,0.000326
2101,0.000324
2102,0.000333
2103,0.000333
2104,0.00032
2105,0.000398
2106,0.000335
2107,0.000348
2108,0.000324
2109,0.00033
2110,0.000374
2111,0.000329
2112,0.000349
2113,0.000328
2114,0.000323
2115,0.00034
2116,0.000346
2117,0.000326
2118,0.000348
2119,0.00034
2120,0.000331
2121,0.000342
2122,0.000319
2123,0.000368
2124,0.000325
2125,0.000338
2126,0.000344
2127,0.000338
2128,0.000335
2129,0.000348
2130,0.000323
2131,0.000348
2132,0.000331
2133,0.000343
2134,0.000362
2135,0.000363
2136,0.000332
2137,0.000328
2138,0.000345
2139,0.000342
2140,0.000341
2141,0.00035
2142,0.000351
2143,0.000364
2144,0.000356
2145,0.000371
2146,0.000362
2147,0.000352
2148,0.000346
2149,0.000358
2150,0.000337
2151,0.000356
2152,0.000323
2153,0.000387
2154,0.000354
2155,0.000367
2156,0.000338
2157,0.000439
2158,0.000336
2159,0.000347
2160,0.00037
2161,0.000364
2162,0.000352
2163,0.000351
2164,0.000376
2165,0.000352
2166,0.000357
2167,0.000333
2168,0.000364
2169,0.000321
2170,0.000336
2171,0.000406
2172,0.000349
2173,0.000391
2174,0.000429
2175,0.000334
2176,0.000363
2177,0.000353
2178,0.000337
2179,0.000341
2180,0.000363
2181,0.000362
2182,0.000371
2183,0.000336
2184,0.000366
2185,0.000377
2186,0.000351
2187,0.000379
2188,0.000378
2189,0.000364
2190,0.000417
2191,0.000355
2192,0.000368
2193,0.000345
2194,0.000458
2195,0.000336
2196,0.000455
2197,0.000349
2198,0.000351
2199,0.000369
2200,0.000435
2201,0.000638
2202,0.000356
2203,0.000383
2204,0.000357
2205,0.00034
2206,0.000393
2207,0.000347
2208,0.000367
2209,0.000357
2210,0.000364
2211,0.000362
2212,0.00052
2213,0.00036
2214,0.000349
2215,0.000341
2216,0.000372
2217,0.000361
2218,0.000387
2219,0.000345
2220,0.000368
2221,0.000351
2222,0.000355
2223,0.000351
2224,0.000365
2225,0.000348
2226,0.000347
2227,0.000349
2228,0.000371
2229,0.00036
2230,0.000359
2231,0.000371
2232,0.000467
2233,0.000363
2234,0.000388
2235,0.000362
2236,0.000357
2237,0.000365
2238,0.000353
2239,0.000376
2240,0.000349
2241,0.000342
2242,0.000349
2243,0.000351
2244,0.000394
2245,0.000367
2246,0.000367
2247,0.00035
2248,0.00038
2249,0.000363
2250,0.000356
2251,0.000364
2252,0.000368
2253,0.000356
2254,0.000354
2255,0.000356
2256,0.000368
2257,0.000371
2258,0.000379
2259,0.000369
2260,0.00037
2261,0.000369
2262,0.000384
2263,0.000361
2264,0.000415
2265,0.000349
2266,0.000353
2267,0.00037
2268,0.000376
2269,0.000369
2270,0.000404
2271,0.000358
2272,0.000359
2273,0.000366
2274,0.000355
2275,0.000395
2276,0.000365
2277,0.000363
2278,0.000415
2279,0.000361
2280,0.000367
2281,0.000358
2282,0.000395
2283,0.000406
2284,0.000387
2285,0.000368
2286,0.000368
2287,0.000356
2288,0.000358
2289,0.000369
2290,0.000372
2291,0.00038
2292,0.000369
2293,0.00039
2294,0.000398
2295,0.000361
2296,0.00038
2297,0.000366
2298,0.00038
2299,0.0004
2300,0.000378
2301,0.000376
2302,0.000387
2303,0.000364
2304,0.000365
2305,0.000392
2306,0.00041
2307,0.000388
2308,0.000384
2309,0.000366
2310,0.000362
2311,0.000397
2312,0.000387
2313,0.000397
2314,0.000365
2315,0.000349
2316,0.000377
2317,0.000369
2318,0.000379
2319,0.000388
2320,0.000384
2321,0.000427
2322,0.000386
2323,0.000386
2324,0.00039
2325,0.00038
2326,0.000375
2327,0.000363
2328,0.000383
2329,0.000364
2330,0.000377
2331,0.000376
2332,0.00037
2333,0.00037
2334,0.00038
2335,0.000411
2336,0.000377
2337,0.00037
2338,0.000369
2339,0.000365
2340,0.000378
2341,0.00038
2342,0.000393
2343,0.000384
2344,0.00037
2345,0.000415
2346,0.000372
2347,0.000383
2348,0.000375
2349,0.000374
2350,0.000395
2351,0.000381
2352,0.000388
2353,0.000384
2354,0.00041
2355,0.000373
2356,0.000382
2357,0.000371
2358,0.000383
2359,0.00042
2360,0.000375
2361,0.000396
2362,0.000381
2363,0.000473
2364,0.000366
2365,0.000406
2366,0.000376
2367,0.000377
2368,0.000403
2369,0.000401
2370,0.000379
2371,0.000379
2372,0.000447
2373,0.000369
2374,0.00042
2375,0.000371
2376,0.000376
2377,0.000457
2378,0.000372
2379,0.000422
2380,0.000378
2381,0.000387
2382,0.000362
2383,0.000379
2384,0.000393
2385,0.000379
2386,0.00039
2387,0.000381
2388,0.000386
2389,0.000382
2390,0.000393
2391,0.000413
2392,0.000424
2393,0.00045
2394,0.000383
2395,0.000389
2396,0.000374
2397,0.000395
2398,0.000404
2399,0.0004
2400,0.000398
2401,0.000394
2402,0.000383
2403,0.000397
2404,0.000422
2405,0.000404
2406,0.000401
2407,0.000422
2408,0.000381
2409,0.000383
2410,0.000403
2411,0.000388
2412,0.000396
2413,0.000422
2414,0.000397
2415,0.000386
2416,0.000436
2417,0.000396
2418,0.00038
2419,0.000384
2420,0.000412
2421,0.000407
2422,0.000391
2423,0.000405
2424,0.000412
2425,0.0004
2426,0.000443
2427,0.00042
2428,0.000401
2429,0.000667
2430,0.000413
2431,0.000418
2432,0.000456
2433,0.000405
2434,0.000401
2435,0.000424
2436,0.000416
2437,0.000382
2438,0.000453
2439,0.0004
2440,0.00042
2441,0.000408
2442,0.000427
2443,0.000619
2444,0.000454
2445,0.000414
2446,0.000371
2447,0.000451
2448,0.000408
2449,0.000402
2450,0.000559
2451,0.000393
2452,0.00041
2453,0.000663
2454,0.000478
2455,0.000457
2456,0.000396
2457,0.000461
2458,0.000407
2459,0.000402
2460,0.000687
2461,0.000412
2462,0.000407
2463,0.000455
2464,0.000433
2465,0.000407
2466,0.000471
2467,0.00044
2468,0.00041
2469,0.000397
2470,0.000397
2471,0.000395
2472,0.000421
2473,0.00042
2474,0.000398
2475,0.000451
2476,0.000386
2477,0.000423
2478,0.000403
2479,0.000566
2480,0.000555
2481,0.000529
2482,0.00054
2483,0.000583
2484,0.000542
2485,0.000647
2486,0.000451
2487,0.000425
2488,0.000412
2489,0.000408
2490,0.000388
2491,0.000424
2492,0.000406
2493,0.000441
2494,0.000446
2495,0.000403
2496,0.000403
2497,0.00039
2498,0.00041
2499,0.000393
2500,0.000427
2501,0.0004
2502,0.000496
2503,0.000419
2504,0.000705
2505,0.000425
2506,0.000432
2507,0.000549
2508,0.000465
2509,0.000402
2510,0.00045
2511,0.000437
2512,0.000426
2513,0.00044
2514,0.000726
2515,0.000399
2516,0.00042
2517,0.000481
2518,0.000534
2519,0.000397
2520,0.000424
2521,0.000431
2522,0.000446
2523,0.000443
2524,0.00042
2525,0.000426
2526,0.000418
2527,0.000429
2528,0.000402
2529,0.000426
2530,0.00043
2531,0.000433
2532,0.000437
2533,0.000419
2534,0.000436
2535,0.000412
2536,0.000433
2537,0.00042
2538,0.000397
2539,0.000431
2540,0.000423
2541,0.000444
2542,0.000386
2543,0.000445
2544,0.000419
2545,0.000418
2546,0.000441
2547,0.000444
2548,0.000409
2549,0.000435
2550,0.000422
2551,0.000442
2552,0.000431
2553,0.000411
2554,0.000408
2555,0.00043
2556,0.000419
2557,0.000472
2558,0.000444
2559,0.000428
2560,0.000417
2561,0.000471
2562,0.000438
2563,0.000454
2564,0.000415
2565,0.00044
2566,0.000412
2567,0.000412
2568,0.000445
2569,0.000451
2570,0.000436
2571,0.000437
2572,0.000421
2573,0.000436
2574,0.000422
2575,0.000437
2576,0.000434
2577,0.000444
2578,0.000425
2579,0.00043
2580,0.000489
2581,0.000446
2582,0.000468
2583,0.000456
2584,0.00046
2585,0.000411
2586,0.00043
2587,0.000434
2588,0.000423
2589,0.000429
2590,0.000428
2591,0.000421
2592,0.000456
2593,0.000438
2594,0.000407
2595,0.000447
2596,0.000413
2597,0.000419
2598,0.000478
2599,0.000452
2600,0.000456
2601,0.000471
2602,0.000436
2603,0.000439
2604,0.000433
2605,0.000436
2606,0.000451
2607,0.000476
2608,0.000443
2609,0.000441
2610,0.000437
2611,0.000425
2612,0.000429
2613,0.000496
2614,0.000436
2615,0.000436
2616,0.000431
2617,0.000432
2618,0.00043
2619,0.000444
2620,0.000434
2621,0.000425
2622,0.000436
2623,0.000486
2624,0.00045
2625,0.000449
2626,0.000727
2627,0.000451
2628,0.000456
2629,0.000477
2630,0.000527
2631,0.00064
2632,0.000728
2633,0.000682
2634,0.00044
2635,0.000448
2636,0.000451
2637,0.000441
2638,0.00049
2639,0.000442
2640,0.000447
2641,0.000423
2642,0.00042
2643,0.00044
2644,0.000471
2645,0.000446
2646,0.000459
2647,0.000494
2648,0.000458
2649,0.000451
2650,0.000422
2651,0.000452
2652,0.000451
2653,0.000439
2654,0.000457
2655,0.00052
2656,0.000445
2657,0.000433
2658,0.000493
2659,0.000451
2660,0.000462
2661,0.000489
2662,0.000442
2663,0.000484
2664,0.000438
2665,0.000455
2666,0.000436
2667,0.000446
2668,0.000455
2669,0.000428
2670,0.000422
2671,0.000443
2672,0.000528
2673,0.000436
2674,0.000462
2675,0.000436
2676,0.00046
2677,0.000451
2678,0.000455
2679,0.000539
2680,0.000465
2681,0.000463
2682,0.00045
2683,0.000461
2684,0.000444
2685,0.00045
2686,0.000459
2687,0.000442
2688,0.000433
2689,0.000451
2690,0.000461
2691,0.000447
2692,0.000458
2693,0.000434
2694,0.000459
2695,0.000435
2696,0.000456
2697,0.000464
2698,0.000508
2699,0.000447
2700,0.000493
2701,0.000462
2702,0.000488
2703,0.000454
2704,0.000446
2705,0.000464
2706,0.000449
2707,0.000439
2708,0.000541
2709,0.000471
2710,0.000453
2711,0.000478
2712,0.000482
2713,0.000469
2714,0.000468
2715,0.000448
2716,0.000474
2717,0.000459
2718,0.000456
2719,0.00044
2720,0.000504
2721,0.000459
2722,0.00048
2723,0.000511
2724,0.0005
2725,0.000442
2726,0.000814
2727,0.000599
2728,0.000448
2729,0.000785
2730,0.00063
2731,0.000487
2732,0.000449
2733,0.000452
2734,0.00047
2735,0.000526
2736,0.000483
2737,0.000654
2738,0.000451
2739,0.000452
2740,0.000508
2741,0.000451
2742,0.000445
2743,0.000816
2744,0.000458
2745,0.000468
2746,0.000458
2747,0.000461
2748,0.000463
2749,0.000463
2750,0.000465
2751,0.000499
2752,0.000469
2753,0.000463
2754,0.000533
2755,0.00076
2756,0.000477
2757,0.000479
2758,0.000466
2759,0.000478
2760,0.000485
2761,0.000452
2762,0.000484
2763,0.000503
2764,0.000482
2765,0.000463
2766,0.000454
2767,0.000487
2768,0.000473
2769,0.000509
2770,0.000472
2771,0.000469
2772,0.000467
2773,0.000479
2774,0.000461
2775,0.000469
2776,0.000488
2777,0.000494
2778,0.000464
2779,0.000471
2780,0.000491
2781,0.000457
2782,0.000471
2783,0.000483
2784,0.000486
2785,0.0005
2786,0.000483
2787,0.000494
2788,0.000453
2789,0.000465
2790,0.000477
2791,0.000507
2792,0.000463
2793,0.000452
2794,0.000508
2795,0.000474
2796,0.000484
2797,0.000483
2798,0.000488
2799,0.000472
2800,0.000464
2801,0.000471
2802,0.000468
2803,0.000489
2804,0.000506
2805,0.000525
2806,0.000469
2807,0.00048
2808,0.000473
2809,0.00049
2810,0.000466
2811,0.00049
2812,0.000477
2813,0.000577
2814,0.000471
2815,0.000482
2816,0.000473
2817,0.000467
2818,0.00081
2819,0.000472
2820,0.000528
2821,0.000477
2822,0.000492
2823,0.000471
2824,0.000525
2825,0.000445
2826,0.000493
2827,0.000469
2828,0.000457
2829,0.000459
2830,0.000463
2831,0.000502
2832,0.000513
2833,0.000483
2834,0.00047
2835,0.000486
2836,0.000481
2837,0.00048
2838,0.00046
2839,0.00047
2840,0.00049
2841,0.000908
2842,0.000587
2843,0.000511
2844,0.000505
2845,0.000501
2846,0.000505
2847,0.000492
2848,0.000472
2849,0.000798
2850,0.000518
2851,0.000498
2852,0.000501
2853,0.000493
2854,0.00049
2855,0.000477
2856,0.000497
2857,0.000504
2858,0.000543
2859,0.000498
2860,0.000481
2861,0.000499
2862,0.000535
2863,0.000466
2864,0.000505
2865,0.000835
2866,0.000545
2867,0.000604
2868,0.000603
2869,0.000565
2870,0.000514
2871,0.000503
2872,0.00049
2873,0.000462
2874,0.000491
2875,0.000529
2876,0.000902
2877,0.000484
2878,0.000551
2879,0.000496
2880,0.000522
2881,0.000506
2882,0.000522
2883,0.000484
2884,0.000534
2885,0.00049
2886,0.000512
2887,0.000481
2888,0.000485
2889,0.000518
2890,0.000481
2891,0.000486
2892,0.000488
2893,0.000554
2894,0.000591
2895,0.000497
2896,0.000501
2897,0.000504
2898,0.000521
2899,0.000482
2900,0.000496
2901,0.000492
2902,0.000478
2903,0.000484
2904,0.000523
2905,0.000617
2906,0.000491
2907,0.000509
2908,0.000562
2909,0.000525
2910,0.00052
2911,0.00051
2912,0.000483
2913,0.000507
2914,0.000491
2915,0.000979
2916,0.00088
2917,0.000811
2918,0.000807
2919,0.000865
2920,0.000929
2921,0.000525
2922,0.000521
2923,0.000604
2924,0.000506
2925,0.000507
2926,0.000506
2927,0.000524
2928,0.000505
2929,0.000544
2930,0.000544
2931,0.000536
2932,0.000518
2933,0.000515
2934,0.000482
2935,0.000545
2936,0.000514
2937,0.000515
2938,0.000531
2939,0.000565
2940,0.000505
2941,0.000511
2942,0.000517
2943,0.000513
2944,0.000499
2945,0.000504
2946,0.000519
2947,0.0006
2948,0.000651
2949,0.00054
2950,0.000483
2951,0.000498
2952,0.000498
2953,0.000498
2954,0.000534
2955,0.000522
2956,0.000505
2957,0.000497
2958,0.000503
2959,0.000488
2960,0.000512
2961,0.000521
2962,0.000524
2963,0.000494
2964,0.000506
2965,0.000536
2966,0.000568
2967,0.000503
2968,0.000544
2969,0.00054
2970,0.000477
2971,0.000513
2972,0.000517
2973,0.000555
2974,0.000595
2975,0.000653
2976,0.000496
2977,0.00051
2978,0.000535
2979,0.000508
2980,0.000526
2981,0.000505
2982,0.000562
2983,0.000532
2984,0.000553
2985,0.000554
2986,0.000514
2987,0.000505
2988,0.000505
2989,0.000484
2990,0.000504
2991,0.000563
2992,0.000557
2993,0.000594
2994,0.000526
2995,0.000691
2996,0.000504
2997,0.000551
2998,0.000499
2999,0.000534
3000,0.00053
3001,0.000522
3002,0.000519
3003,0.000518
3004,0.000499
3005,0.000529
3006,0.000537
3007,0.000508
3008,0.000511
3009,0.000501
3010,0.000516
3011,0.000573
3012,0.000549
3013,0.000541
3014,0.000515
3015,0.000523
3016,0.000627
3017,0.000528
3018,0.000557
3019,0.000515
3020,0.000517
3021,0.000496
3022,0.000533
3023,0.000523
3024,0.000518
3025,0.000528
3026,0.000514
3027,0.000515
3028,0.000574
3029,0.000518
3030,0.00053
3031,0.000558
3032,0.000541
3033,0.000536
3034,0.000549
3035,0.000544
3036,0.000579
3037,0.000529
3038,0.000519
3039,0.000546
3040,0.000541
3041,0.000516
3042,0.000525
3043,0.000533
3044,0.000546
3045,0.000506
3046,0.000581
3047,0.000537
3048,0.000521
3049,0.00053
3050,0.000715
3051,0.00053
3052,0.000504
3053,0.000501
3054,0.00054
3055,0.000543
3056,0.000523
3057,0.000551
3058,0.000514
3059,0.000533
3060,0.000551
3061,0.000526
3062,0.000515
3063,0.000542
3064,0.000523
3065,0.000535
3066,0.000717
3067,0.000514
3068,0.000518
3069,0.000529
3070,0.000527
3071,0.000523
3072,0.000528
3073,0.000574
3074,0.00055
3075,0.000532
3076,0.000542
3077,0.000552
3078,0.000522
3079,0.00053
3080,0.00053
3081,0.000553
3082,0.000514
3083,0.000549
3084,0.00052
3085,0.000538
3086,0.000538
3087,0.000701
3088,0.000538
3089,0.000504
3090,0.000517
3091,0.000509
3092,0.000513
3093,0.000511
3094,0.000547
3095,0.000536
3096,0.000551
3097,0.000529
3098,0.000513
3099,0.000506
3100,0.000527
3101,0.000568
3102,0.000518
3103,0.000522
3104,0.000525
3105,0.000528
3106,0.000554
3107,0.000556
3108,0.000545
3109,0.000572
3110,0.000559
3111,0.000578
3112,0.000555
3113,0.000533
3114,0.000555
3115,0.000566
3116,0.000571
3117,0.00054
3118,0.00053
3119,0.00053
3120,0.00068
3121,0.000599
3122,0.000546
3123,0.000549
3124,0.000528
3125,0.000523
3126,0.000557
3127,0.000547
3128,0.000528
3129,0.000565
3130,0.000541
3131,0.000571
3132,0.000546
3133,0.000556
3134,0.000555
3135,0.000592
3136,0.000533
3137,0.000531
3138,0.000564
3139,0.000549
3140,0.000531
3141,0.000537
3142,0.000548
3143,0.000546
3144,0.000588
3145,0.000551
3146,0.000543
3147,0.00054
3148,0.000559
3149,0.000546
3150,0.000542
3151,0.000587
3152,0.000579
3153,0.000552
3154,0.000565
3155,0.00054
3156,0.000557
3157,0.000567
3158,0.000525
3159,0.000579
3160,0.000568
3161,0.000577
3162,0.000548
3163,0.000579
3164,0.001051
3165,0.00054
3166,0.000566
3167,0.000537
3168,0.000565
3169,0.000585
3170,0.00057
3171,0.000623
3172,0.000585
3173,0.000589
3174,0.000564
3175,0.00054
3176,0.000576
3177,0.000562
3178,0.000704
3179,0.000738
3180,0.000531
3181,0.000554
3182,0.000567
3183,0.000547
3184,0.000578
3185,0.000554
3186,0.000552
3187,0.000539
3188,0.000526
3189,0.000557
3190,0.000555
3191,0.000575
3192,0.00054
3193,0.000562
3194,0.000549
3195,0.000566
3196,0.000548
3197,0.000533
3198,0.000563
3199,0.000541
3200,0.00062
3201,0.000618
3202,0.000577
3203,0.000574
3204,0.000581
3205,0.000541
3206,0.000551
3207,0.000574
3208,0.000562
3209,0.000596
3210,0.000548
3211,0.000562
3212,0.000551
3213,0.000563
3214,0.000543
3215,0.000606
3216,0.000576
3217,0.000602
3218,0.000615
3219,0.000562
3220,0.000552
3221,0.000547
3222,0.000562
3223,0.000576
3224,0.000565
3225,0.000534
3226,0.000548
3227,0.000606
3228,0.000553
3229,0.000558
3230,0.000559
3231,0.00057
3232,0.000586
3233,0.000562
3234,0.000557
3235,0.0006
3236,0.000567
3237,0.000615
3238,0.000551
3239,0.000569
3240,0.000631
3241,0.000554
3242,0.000562
3243,0.000716
3244,0.000549
3245,0.000582
3246,0.00056
3247,0.00057
3248,0.000565
3249,0.000672
3250,0.000519
3251,0.000549
3252,0.000575
3253,0.000605
3254,0.00061
3255,0.000545
3256,0.000773
3257,0.000584
3258,0.000564
3259,0.000579
3260,0.000613
3261,0.001056
3262,0.000588
3263,0.00059
3264,0.000598
3265,0.000586
3266,0.000686
3267,0.000589
3268,0.000574
3269,0.000563
3270,0.000638
3271,0.000581
3272,0.000556
3273,0.000556
3274,0.00059
3275,0.000945
3276,0.000575
3277,0.00058
3278,0.00061
3279,0.000711
3280,0.000549
3281,0.000582
3282,0.000561
3283,0.000568
3284,0.000926
3285,0.000587
3286,0.000561
3287,0.0006
3288,0.000566
3289,0.000574
3290,0.000537
3291,0.000559
3292,0.000582
3293,0.000559
3294,0.000571
3295,0.00058
3296,0.000588
3297,0.00057
3298,0.000819
3299,0.000621
3300,0.000591
3301,0.000642
3302,0.000623
3303,0.00062
3304,0.000553
3305,0.000607
3306,0.000626
3307,0.000587
3308,0.000584
3309,0.000597
3310,0.000636
3311,0.000672
3312,0.00059
3313,0.000642
3314,0.000569
3315,0.000579
3316,0.000582
3317,0.000559
3318,0.000644
3319,0.000868
3320,0.000613
3321,0.000606
3322,0.000563
3323,0.000587
3324,0.000566
3325,0.000625
3326,0.001009
3327,0.000613
3328,0.000627
3329,0.000587
3330,0.000602
3331,0.000571
3332,0.000609
3333,0.000671
3334,0.000603
3335,0.000617
3336,0.000561
3337,0.000575
3338,0.000588
3339,0.000832
3340,0.000595
3341,0.000589
3342,0.000619
3343,0.000609
3344,0.000601
3345,0.000569
3346,0.000587
3347,0.00096
3348,0.000613
3349,0.000593
3350,0.000632
3351,0.00059
3352,0.000569
3353,0.000573
3354,0.000658
3355,0.000597
3356,0.000614
3357,0.000633
3358,0.000585
3359,0.000623
3360,0.000677
3361,0.001025
3362,0.000624
3363,0.000631
3364,0.000601
3365,0.000591
3366,0.000609
3367,0.000955
3368,0.000598
3369,0.000571
3370,0.00059
3371,0.000584
3372,0.000671
3373,0.00058
3374,0.000604
3375,0.0006
3376,0.000607
3377,0.000645
3378,0.000649
3379,0.000597
3380,0.000607
3381,0.000642
3382,0.000591
3383,0.000643
3384,0.000631
3385,0.000576
3386,0.000644
3387,0.0006
3388,0.001015
3389,0.000616
3390,0.000861
3391,0.000602
3392,0.000588
3393,0.000645
3394,0.000578
3395,0.00062
3396,0.000597
3397,0.00062
3398,0.000608
3399,0.001018
3400,0.000585
3401,0.000703
3402,0.000622
3403,0.000624
3404,0.000588
3405,0.000594
3406,0.000609
3407,0.000624
3408,0.000632
3409,0.000599
3410,0.000607
3411,0.000592
3412,0.00065
3413,0.000674
3414,0.000597
3415,0.000598
3416,0.000598
3417,0.000598
3418,0.000611
3419,0.000645
3420,0.000616
3421,0.00061
3422,0.000676
3423,0.001103
3424,0.000597
3425,0.00061
3426,0.000602
3427,0.000614
3428,0.000576
3429,0.000615
3430,0.000627
3431,0.000607
3432,0.000726
3433,0.000613
3434,0.00066
3435,0.000602
3436,0.000714
3437,0.000628
3438,0.000607
3439,0.000607
3440,0.000627
3441,0.000627
3442,0.000599
3443,0.000628
3444,0.000641
3445,0.000589
3446,0.000586
3447,0.001039
3448,0.000632
3449,0.000609
3450,0.000688
3451,0.000713
3452,0.000633
3453,0.000683
3454,0.000649
3455,0.000635
3456,0.001123
3457,0.000638
3458,0.000761
3459,0.000609
3460,0.000621
3461,0.000656
3462,0.000709
3463,0.000609
3464,0.000592
3465,0.000585
3466,0.000649
3467,0.000787
3468,0.000631
3469,0.000617
3470,0.000624
3471,0.000672
3472,0.000617
3473,0.000601
3474,0.000673
3475,0.000604
3476,0.000636
3477,0.000641
3478,0.000604
3479,0.000608
3480,0.000641
